0,0,3781
1,0,3675
2,0,1594
3,0,1594
4,0,3953
3,0,7440
2,0,6092
0,0,810
5,0,13072
6,0,12911
7,0,12911
2,0,7441
3,0,7441
2,0,5142
1,0,5142
3,0,5142
4,0,6765
8,0,8611
9,0,9322
10,0,9322
9,0,8891
11,0,7207
2,0,5076
3,0,5076
0,0,6642
1,0,3679
2,0,7954
1,0,7954
3,0,7954
12,0,3210
12,0,2819
13,0,2415
2,0,6798
9,0,5722
14,0,9278
15,0,9278
16,0,7294
13,0,7294
0,0,6507
1,0,133
1,0,7465
1,0,9394
1,0,7301
1,0,3977
3,0,5020
3,0,6335
1,0,4272
16,0,9752
5,0,9277
7,0,6473
17,0,798
7,0,9466
18,0,2659
19,0,5382
17,0,7773
12,0,8669
12,0,3025
12,0,5613
18,0,3102
18,0,7677
18,0,4396
18,0,10152
7,0,1379
7,0,11327
7,0,9317
19,0,10159
2,0,10409
2,0,9706
2,0,5848
2,0,3675
2,0,8351
2,0,7877
2,0,3977
2,0,7465
2,0,6335
2,0,1544
2,0,7674
2,0,7779
2,0,7415
2,0,2610
2,0,133
2,0,7440
2,0,7412
2,0,4806
2,0,7781
2,0,3627
2,0,7301
2,0,3040
2,0,7335
2,0,7338
2,0,5069
2,0,9224
2,0,7109
2,0,7782
2,0,3679
2,0,7453
2,0,2121
2,0,6377
2,0,7011
2,0,7623
2,0,7785
2,0,7916
2,0,8028
2,0,4425
2,0,8914
2,0,7334
2,0,138
2,0,7336
2,0,580
2,0,6947
2,0,6949
2,0,9206
2,0,4803
2,0,3045
2,0,8634
2,0,6120
2,0,2991
2,0,5099
2,0,1890
2,0,1512
2,0,4023
2,0,13073
2,0,10567
2,0,9862
2,0,12594
2,0,6323
2,0,10183
2,0,3989
2,0,11123
2,0,4590
2,0,10701
2,0,5905
2,0,10566
16,0,10409
16,0,1476
16,0,2753
16,0,437
16,0,7172
16,0,9706
16,0,7915
16,0,6422
16,0,5848
16,0,3710
16,0,3675
16,0,2415
16,0,3977
16,0,1544
16,0,8143
16,0,7157
16,0,7954
16,0,133
16,0,7413
16,0,7342
16,0,4531
16,0,6747
16,0,7592
16,0,9315
16,0,5076
16,0,7441
16,0,7109
16,0,9321
16,0,3679
16,0,2121
16,0,5635
16,0,7916
16,0,8635
16,0,7334
16,0,138
16,0,7336
16,0,11489
16,0,10306
16,0,4803
16,0,5713
16,0,7343
16,0,10632
16,0,4404
16,0,13074
16,0,1145
16,0,1982
16,0,6198
16,0,4023
16,0,12302
16,0,3823
16,0,614
16,0,8137
16,0,3824
16,0,6323
16,0,3989
16,0,11123
16,0,11756
16,0,9874
16,0,4590
16,0,965
16,0,10701
16,0,11076
16,0,2469
11,0,9322
11,0,9020
11,0,7449
14,0,5683
15,0,1476
15,0,5796
15,0,8171
15,0,4156
5,0,7687
5,0,9923
0,0,4635
0,0,1062
0,0,8168
0,0,1024
0,0,8694
1,0,1957
1,0,5749
1,0,1476
1,0,437
1,0,6472
1,0,9160
1,0,9706
1,0,7294
1,0,6092
1,0,6335
1,0,1544
1,0,7674
1,0,7157
1,0,2610
1,0,6798
1,0,5020
1,0,7342
1,0,7412
1,0,2853
1,0,4531
1,0,5076
1,0,7441
1,0,3030
1,0,9204
1,0,9321
1,0,6377
1,0,1200
1,0,7916
1,0,8028
1,0,138
1,0,4686
1,0,6807
1,0,6838
1,0,8744
1,0,6347
1,0,4803
1,0,685
1,0,7343
1,0,6120
1,0,2991
1,0,4404
1,0,13074
1,0,1982
1,0,9370
1,0,6198
1,0,12306
1,0,4821
1,0,9862
1,0,8137
1,0,12594
1,0,6336
1,0,4590
1,0,5905
1,0,10831
1,0,2469
13,0,8492
13,0,4393
13,0,5848
13,0,7157
13,0,5142
13,0,7342
13,0,4803
13,0,7343
13,0,6323
13,0,6031
3,0,1957
3,0,10409
3,0,6981
3,0,1476
3,0,2753
3,0,437
3,0,9832
3,0,7172
3,0,7915
3,0,5586
3,0,2327
3,0,9787
3,0,9637
3,0,6422
3,0,5848
3,0,10572
3,0,3675
3,0,7294
3,0,8351
3,0,7877
3,0,3977
3,0,7465
3,0,9394
3,0,8065
3,0,1544
3,0,8143
3,0,7674
3,0,7415
3,0,2610
3,0,6948
3,0,133
3,0,2697
3,0,7406
3,0,8618
3,0,5823
3,0,7413
3,0,7414
3,0,7412
3,0,1377
3,0,6527
3,0,4806
3,0,8103
3,0,4531
3,0,9315
3,0,9238
3,0,3505
3,0,3679
3,0,2121
3,0,8956
3,0,8637
3,0,6377
3,0,7011
3,0,3770
3,0,5706
3,0,1200
3,0,2022
3,0,8635
3,0,7334
3,0,138
3,0,7336
3,0,7111
3,0,9715
3,0,6949
3,0,8429
3,0,8698
3,0,6807
3,0,1727
3,0,7930
3,0,8744
3,0,3046
3,0,6347
3,0,2150
3,0,4803
3,0,8633
3,0,9764
3,0,4097
3,0,3458
3,0,5713
3,0,685
3,0,1990
3,0,8866
3,0,3045
3,0,8865
3,0,8240
3,0,8480
3,0,2991
3,0,10632
3,0,5099
3,0,4404
3,0,1145
3,0,10933
3,0,201
3,0,1512
3,0,11921
3,0,12481
3,0,11479
3,0,10907
3,0,9862
3,0,13075
3,0,2057
3,0,9632
3,0,12594
3,0,6323
3,0,5091
3,0,2364
3,0,3989
3,0,11578
3,0,11756
3,0,6518
3,0,10421
3,0,4748
3,0,9874
3,0,4590
3,0,3631
3,0,4099
3,0,9125
3,0,6855
3,0,2975
3,0,10566
3,0,3535
18,0,4210
18,0,2575
18,0,11419
18,0,12456
18,0,1682
18,0,10034
18,0,4626
20,0,9277
20,0,9923
21,1,13043
22,1,13043
23,1,13043
24,1,13043
25,1,13043
26,1,13043
27,1,13043
28,1,13043
29,1,13043
30,1,13043
31,1,13043
32,1,13043
33,1,13043
34,1,13043
35,1,13043
36,1,13043
37,1,13043
38,1,13043
39,1,13043
40,1,13043
41,1,13043
42,1,13043
43,1,13043
44,1,13043
45,1,13043
46,1,13043
47,1,13043
48,1,13043
49,1,13043
50,1,13043
51,1,13043
52,1,13043
53,1,13043
54,1,13043
55,1,13043
56,1,13043
57,1,13043
58,1,13043
59,1,13043
60,1,13043
61,1,13043
62,1,13043
63,1,13043
64,1,13043
65,1,13043
66,1,13043
67,1,13043
68,1,13043
69,1,13043
70,1,13043
71,1,13043
72,1,13043
73,1,13043
74,1,13043
75,1,13043
76,1,13043
77,1,13043
78,1,13043
79,1,13043
80,1,13043
81,1,13043
82,1,13043
83,1,13043
84,1,13043
85,1,13043
86,1,13043
87,1,13043
88,1,13043
89,1,13043
90,1,13043
91,1,13043
92,1,13043
93,1,13043
94,1,13043
95,1,13043
96,1,13043
97,1,13043
98,1,13043
99,1,13043
100,1,13043
101,1,13043
102,1,13043
103,1,13043
104,1,13043
105,1,13043
106,1,13043
107,1,13043
108,1,13043
109,1,13043
110,1,13043
111,1,13043
112,1,13043
113,1,13043
114,1,13043
115,1,13043
116,1,13043
117,1,13043
118,1,13043
119,1,13043
120,1,13043
121,1,13043
122,1,13043
123,1,13043
124,1,13043
125,1,13043
126,1,13043
127,1,13043
128,1,13043
129,1,13043
130,1,13043
131,1,13043
132,1,13043
133,1,13043
134,1,13043
135,1,13043
136,1,13043
137,1,13043
138,1,13043
139,1,13043
140,1,13043
141,1,13043
142,1,13043
143,1,13043
144,1,13043
145,1,13043
146,1,13043
147,1,13043
148,1,13043
149,1,13043
150,1,13043
151,1,13043
152,1,13043
153,1,13043
154,1,13043
155,1,13043
156,1,13043
157,1,13043
158,1,13043
159,1,13043
160,1,13043
161,1,13043
162,1,13043
163,1,13043
164,1,13043
165,1,13043
166,1,13043
167,1,13043
168,1,13043
169,1,13043
170,1,13043
171,1,13043
172,1,13043
173,1,13043
174,1,13043
175,1,13043
176,1,13043
177,1,13043
178,1,13043
179,1,13043
180,1,13043
181,1,13043
182,1,13043
183,1,13043
184,1,13043
185,1,13043
186,1,13043
187,1,13043
188,1,13043
189,1,13043
190,1,13043
191,1,13043
192,1,13043
193,1,13043
194,1,13043
195,1,13043
196,1,13043
197,1,13043
198,1,13043
199,1,13043
200,1,13043
201,1,13043
202,1,13043
203,1,13043
204,1,13043
205,1,13043
206,1,13043
207,1,13043
208,1,13043
209,1,13043
210,1,13043
211,1,13043
212,1,13043
213,1,13043
214,1,13043
215,1,13043
216,1,13043
217,1,13043
218,1,13043
219,1,13043
220,1,13043
221,1,13043
222,1,13043
223,1,13043
224,1,13043
225,1,13043
226,1,13043
227,1,13043
228,1,13043
229,1,13043
230,1,13043
231,1,13043
232,1,13043
233,1,13043
234,1,13043
235,1,13043
236,1,13043
237,1,13043
238,1,13043
239,1,13043
240,1,13043
241,1,13043
242,1,13043
243,1,13043
244,1,13043
245,1,13043
246,1,13043
247,1,13043
248,1,13043
249,1,13043
250,1,13043
251,1,13043
252,1,13043
253,1,13043
254,1,13043
255,1,13043
256,1,13043
257,1,13043
258,1,13043
259,1,13043
260,1,13043
261,1,13043
262,1,13043
263,1,13043
264,1,13043
265,1,13043
266,1,13044
267,1,13044
268,1,13044
269,1,13044
270,1,13044
271,1,13044
272,1,13044
273,1,13044
274,1,13044
275,1,13044
276,1,13044
277,1,13044
278,1,13044
279,1,13044
280,1,13044
281,1,13044
282,1,13044
283,1,13044
284,1,13044
285,1,13044
286,1,13044
33,1,13044
287,1,13044
288,1,13044
34,1,13044
289,1,13044
290,1,13044
291,1,13044
292,1,13044
293,1,13044
294,1,13044
295,1,13044
296,1,13044
297,1,13044
298,1,13044
299,1,13044
300,1,13044
301,1,13044
302,1,13044
303,1,13044
304,1,13044
305,1,13044
306,1,13044
307,1,13044
308,1,13044
309,1,13044
310,1,13044
311,1,13044
312,1,13044
313,1,13044
314,1,13044
315,1,13044
316,1,13044
317,1,13044
318,1,13044
319,1,13044
320,1,13044
321,1,13044
322,1,13044
323,1,13044
324,1,13044
325,1,13044
326,1,13044
327,1,13044
328,1,13044
329,1,13044
330,1,13044
331,1,13044
332,1,13044
333,1,13044
334,1,13044
335,1,13044
336,1,13044
337,1,13044
338,1,13044
339,1,13044
340,1,13044
341,1,13044
94,1,13044
342,1,13044
96,1,13044
107,1,13044
343,1,13044
344,1,13044
345,1,13044
346,1,13044
347,1,13044
348,1,13044
349,1,13044
350,1,13044
351,1,13044
352,1,13044
353,1,13044
354,1,13044
355,1,13044
356,1,13044
357,1,13044
358,1,13044
359,1,13044
360,1,13044
361,1,13044
123,1,13044
362,1,13044
