0,0,3870
1,0,3870
2,0,3870
3,0,6290
4,0,6290
5,0,6290
6,0,929
7,0,929
8,0,929
9,0,929
10,0,929
11,0,929
12,0,929
13,0,855
14,0,855
15,0,855
16,0,4499
17,0,4499
18,0,4499
19,0,4499
20,0,4499
21,0,4499
22,0,4499
23,0,4499
24,0,4499
25,0,4499
26,0,4499
27,0,4499
28,0,4499
29,0,4499
30,0,4499
31,0,4499
32,0,4499
33,0,4499
34,0,4499
35,0,4499
36,0,4499
37,0,4499
38,0,4499
39,0,4499
40,0,4499
41,0,4499
42,0,4499
43,0,4499
44,0,4499
45,0,4499
46,0,4499
47,0,4499
48,0,4499
49,0,4499
2,0,4499
50,0,2041
51,0,2041
52,0,2041
53,0,2041
54,0,2041
55,0,2041
56,0,2041
57,0,2041
58,0,2041
59,0,2041
60,0,2041
61,0,2041
62,0,2041
63,0,2041
64,0,2041
65,0,2041
66,0,2041
67,0,2041
68,0,2041
69,0,5534
70,0,2390
71,0,2390
72,0,4871
73,0,4871
74,0,10909
75,0,10909
76,0,10909
77,0,10909
78,0,10909
71,0,2387
70,0,4598
79,0,6066
80,0,2106
81,0,2106
50,0,1617
82,0,1617
83,0,1617
52,0,1617
84,0,1617
53,0,1617
85,0,1617
86,0,1617
87,0,1617
88,0,1617
89,0,1617
90,0,1617
91,0,1617
92,0,1617
93,0,1617
94,0,1617
95,0,1617
96,0,1617
97,0,1617
98,0,1617
99,0,1617
100,0,1617
65,0,1617
67,0,1617
68,0,1617
101,0,1617
102,0,1617
103,0,1617
104,0,1617
105,0,1617
106,0,2263
107,0,2263
108,0,2263
109,0,2263
110,0,2263
111,0,2562
112,0,11973
113,0,3992
114,0,3992
115,0,1690
116,0,965
117,0,965
118,0,965
119,0,965
120,0,965
121,0,965
122,0,4490
123,0,4490
124,0,4490
125,0,4490
31,0,867
126,0,4290
127,0,4290
128,0,4290
129,0,4290
130,0,10401
131,0,969
1,0,969
132,0,2928
133,0,2928
134,0,4820
135,0,4820
136,0,4820
131,0,4820
137,0,4820
138,0,4820
139,0,2985
140,0,2985
113,0,4219
141,0,3221
142,0,3221
84,0,3221
143,0,3221
144,0,3221
145,0,3221
3,0,3221
60,0,3221
146,0,3221
0,0,3221
147,0,3221
148,0,3221
149,0,3221
150,0,3221
151,0,3221
152,0,11974
153,0,11974
154,0,1614
50,0,1614
82,0,1614
83,0,1614
52,0,1614
53,0,1614
155,0,1614
85,0,1614
86,0,1614
87,0,1614
88,0,1614
89,0,1614
90,0,1614
91,0,1614
58,0,1614
92,0,1614
93,0,1614
94,0,1614
95,0,1614
156,0,1614
96,0,1614
157,0,1614
97,0,1614
98,0,1614
99,0,1614
100,0,1614
158,0,1614
159,0,1614
65,0,1614
